crop_year,season_names,crop_names,area,temperature,wind_speed,pressure,humidity,soil_type,N,P,K,production
1998,Kharif     ,Maize,5800.0,22.028876864209508,2.0180882925227666,1014.8789678169398,20.593198167361518,loamy,0.0,0.0,0.0,12500.0
1998,Kharif     ,Moong(Green Gram),15600.0,20.89493598235289,2.1030146697740317,1014.6575799931168,21.12355933624472,clay,2.896,3.62,0.0,9100.0
1998,Kharif     ,Niger seed,2100.0,20.501140686888984,2.04221824008201,1015.9569194318024,21.269493286830528,chalky,3.15,0.0,0.0,900.0
1998,Kharif     ,Other Cereals & Millets,4100.0,22.023523707901543,2.0641508147229564,1015.3181247150692,21.270699489199824,chalky,3.45,3.45,0.0,2400.0
1998,Kharif     ,Other Kharif pulses,16800.0,22.0625062374513,2.0655266601301143,1013.1078652908828,20.4501390971511,silt,0.0,0.0,0.0,7000.0
1998,Kharif     ,Ragi,3000.0,20.180437615581017,2.1075796450392703,1014.3121871247256,20.83955818294377,chalky,902.566,0.0,0.0,2100.0
1998,Kharif     ,Rice,5600.0,20.837657364636996,2.0698127593819624,1014.4438755076308,21.373318613339784,peaty,6.516,16.652,0.0,7400.0
1998,Kharif     ,Sesamum,900.0,20.512818638128955,1.9823670103122912,1013.9803049889124,21.550522895002143,peaty,59.22,0.0,0.0,300.0
1998,Kharif     ,Soyabean,4600.0,21.33125060056309,2.0429675118378734,1014.8246969551208,20.905794075885385,clay,7.68,7.68,0.0,5500.0
1998,Kharif     ,Sugarcane,59600.0,20.28478349331573,2.099276817147449,1014.5736219883483,22.02234536154529,peaty,3.255,3.255,3.255,5231800.0
1998,Kharif     ,Sunflower,11500.0,20.355747421286857,2.0224069021274977,1015.2557969668948,21.619559282548398,loamy,38.25,38.25,38.25,3500.0
1998,Kharif     ,Urad,2800.0,21.65475118129495,2.051912294591866,1015.2670412020652,21.49227718116852,sandy,0.0,28.048,0.0,1300.0
1998,Rabi       ,Gram,59600.0,21.58719632658273,2.073924424743752,1013.802234390637,21.87219321185722,loamy,10.5,27.3,27.3,40900.0
1998,Rabi       ,Jowar,453200.0,21.672799040503914,2.0532453271984044,1014.4122726501812,20.44558271914275,chalky,39.72,105.92,52.96,227900.0
1998,Rabi       ,Linseed,1200.0,20.74429784158043,2.109696025277696,1013.3738472448166,21.660464222144377,silty,8.008,8.008,0.0,400.0
1998,Rabi       ,Maize,7900.0,20.805797400540047,2.1022086671358537,1014.534457453962,21.31802462939821,peaty,5.824,14.56,5.824,12200.0
1998,Rabi       ,Other  Rabi pulses,500.0,21.793110468890305,2.0524101635835232,1013.6619850917192,21.799104812849627,chalky,0.0,0.0,0.0,300.0
1998,Rabi       ,Other Cereals & Millets,3000.0,21.235248660854754,2.022478210443885,1014.1688400113194,20.64598381081465,clay,3.008,3.76,0.0,3700.0
1998,Rabi       ,Safflower,30000.0,21.84288192031048,2.080066311283129,1014.5854537625482,20.56160255982793,silt,2.921,2.921,0.0,18500.0
1998,Rabi       ,Sesamum,400.0,21.0966883781816,2.022470808302387,1014.25839983914,21.918102311443327,peaty,0.0,0.0,0.0,100.0
1998,Rabi       ,Sunflower,9200.0,20.89787334405761,2.086103467358327,1014.7212892775618,20.560857713490176,sandy,928.372,0.0,0.0,5100.0
1998,Rabi       ,Wheat,124400.0,20.72679741962717,2.0172255749336783,1014.7887214437332,20.147434556575774,silty,6.93,17.71,0.0,154200.0
1998,Summer     ,Groundnut,15000.0,20.219148959866537,1.9983870610479435,1013.5131992227228,21.29564234290161,silt,52.08,0.0,0.0,25700.0
1998,Summer     ,Maize,1500.0,20.711242814482368,2.058628714336205,1014.2233351083444,21.084643890724863,silt,8.6,8.6,0.0,2300.0
1998,Summer     ,Sunflower,300.0,20.403789365882904,2.036187597813193,1013.8146681138612,20.737938777082334,loamy,2.16,2.16,2.16,200.0
1999,Kharif     ,Arhar/Tur,19000.0,20.273473073222213,2.0796546823593607,1015.582985915706,20.704390811841915,peaty,38.25,38.25,38.25,9900.0
1999,Kharif     ,Bajra,310600.0,20.28936322457424,2.018554408763318,1014.9446303695424,21.63442686054556,chalky,0.0,20.08,0.0,178300.0
1999,Kharif     ,Castor seed,700.0,20.675631092794696,2.035619845527181,1015.5409439234132,20.75371863010673,peaty,3.13,8.138,8.138,200.0
1999,Kharif     ,Cotton(lint),15000.0,20.530826832225483,2.106104398427652,1014.7982523772836,20.131365931339875,peaty,38.688,103.168,51.584,22600.0
1999,Kharif     ,Groundnut,7300.0,22.06184395440644,2.0199779092956653,1013.3826582191112,21.871173886187684,clay,7.588,7.588,0.0,5400.0
1999,Kharif     ,Jowar,800.0,20.543666451183675,2.0035021766285994,1015.7068396949612,20.26536200804007,silt,1.596,3.99,1.596,700.0
1999,Kharif     ,Maize,6400.0,20.05168674615885,2.060074324924112,1014.2942920351542,20.412761970637305,silt,0.0,0.0,0.0,9500.0
1999,Kharif     ,Moong(Green Gram),16800.0,20.881751219382856,2.033651023440021,1015.6520514933062,21.993158717675037,peaty,2.8,3.5,0.0,3700.0
1999,Kharif     ,Niger seed,2000.0,20.30892911737028,2.0740132203183768,1014.2458350726226,20.66832838273617,clay,2.525,0.0,0.0,500.0
1999,Kharif     ,Other Kharif pulses,17400.0,21.3091557517084,1.986104542471908,1014.0344242139552,20.56206793447028,silt,3.91,3.91,0.0,5100.0
1999,Kharif     ,Ragi,2600.0,21.957175649564228,2.1084963773105665,1013.4014930530956,21.85398177321774,chalky,0.0,0.0,0.0,2500.0
1999,Kharif     ,Rice,5700.0,20.770675646249256,2.006089054102832,1013.2404496975807,20.70566119046547,peaty,920.828,0.0,0.0,8000.0
1999,Kharif     ,Sesamum,900.0,20.33558030077196,2.0086820315661065,1015.8232860169128,20.31056204986727,silt,7.992,20.424,0.0,200.0
1999,Kharif     ,Small millets,600.0,20.307700192797963,2.007587484060785,1013.8377793914914,20.74848170131308,clay,40.908,0.0,0.0,500.0
1999,Kharif     ,Soyabean,7500.0,21.54382537030848,2.070131443052115,1013.2619258224208,21.69573395355891,clay,7.66,7.66,0.0,10400.0
1999,Kharif     ,Sunflower,11200.0,20.766835903661683,2.0820064250366386,1014.608384059246,21.56136399124975,loamy,0.975,0.975,0.975,3900.0
1999,Kharif     ,Urad,3200.0,21.721587003596344,1.9864508212133687,1014.1879891374186,21.3722785515573,sandy,38.25,38.25,38.25,800.0
1999,Rabi       ,Gram,55300.0,21.31608980554074,2.054998095668651,1014.8212846910144,21.362966581523324,sandy,0.0,15.712,0.0,34600.0
1999,Rabi       ,Jowar,498300.0,20.74622252135709,2.041019722571879,1015.235562968294,21.487556894119106,loamy,3.61,9.386,9.386,190900.0
1999,Rabi       ,Linseed,1100.0,21.072571824695338,1.9708121498377256,1015.6030360189544,21.053319337896347,clay,37.704,100.544,50.272,300.0
1999,Rabi       ,Maize,8800.0,21.295114709141785,2.0786162308707405,1013.9302475787216,21.083452545621007,chalky,4.62,4.62,0.0,13900.0
1999,Rabi       ,Other  Rabi pulses,1600.0,21.29975462886241,2.0788145469534185,1014.1938003732836,20.44176568643183,peaty,2.422,6.055,2.422,700.0
1999,Rabi       ,Rapeseed &Mustard,100.0,20.18673188019996,2.0303292355551155,1014.4748034328048,20.28093197436082,chalky,0.0,0.0,0.0,0.0
1999,Rabi       ,Safflower,32200.0,21.98240013829749,2.0752303627910047,1014.5732086776444,20.68368149232419,peaty,2.288,2.86,0.0,16500.0
1999,Rabi       ,Sesamum,400.0,21.96071037722289,2.0011646469138094,1015.3827557259708,21.67498126017499,sandy,2.1,0.0,0.0,100.0
1999,Rabi       ,Small millets,800.0,20.991674099967693,2.0122322334711966,1014.6314926660278,21.74362571535879,chalky,1.771,1.771,0.0,200.0
1999,Rabi       ,Sunflower,8800.0,20.18150276673249,2.03331677228636,1015.3489187354326,20.16498712222329,peaty,0.0,0.0,0.0,5000.0
1999,Rabi       ,Wheat,127000.0,20.024063769562435,2.0347943722400927,1015.557658390383,21.16458829489807,loamy,890.974,0.0,0.0,178800.0
1999,Summer     ,Groundnut,14100.0,21.2953587194104,2.0504152364446044,1014.3495538127185,20.54575239360388,clay,6.858,17.526,0.0,27800.0
1999,Summer     ,Maize,1700.0,21.66241893567809,2.0992901992189665,1015.3226832386152,20.20194325227739,silty,27.195,0.0,0.0,2800.0
1999,Summer     ,Sunflower,300.0,21.27685391054955,2.039966902141001,1015.2590905889756,21.725661588960904,silty,7.46,7.46,0.0,200.0
1999,Whole Year ,Sugarcane,66600.0,20.19085746891312,2.0232564996117577,1015.278976732632,21.999168457056754,sandy,0.045,0.045,0.045,5962900.0
2000,Kharif     ,Arhar/Tur,19100.0,21.39844919526452,2.031969257698156,1015.8724894662656,21.26499645089355,peaty,38.25,38.25,38.25,9400.0
2000,Kharif     ,Bajra,326100.0,20.42576014234461,1.9900836490086105,1015.0834015522872,21.770799080808693,loamy,0.0,10.368,0.0,187300.0
2000,Kharif     ,Castor seed,500.0,21.516362517318832,2.0017326132949225,1015.3976155695092,20.58315061719144,sandy,5.3,13.78,13.78,200.0
2000,Kharif     ,Cotton(lint),15700.0,20.736519583496897,2.0013219057180884,1013.1932238848824,20.35264903187456,sandy,36.84,98.24,49.12,25600.0
2000,Kharif     ,Groundnut,6800.0,21.30753047196904,2.017500479369228,1014.2517613113296,20.769967300124133,clay,3.276,3.276,0.0,6100.0
2000,Kharif     ,Jowar,800.0,22.073746265083987,2.086127023834017,1015.2860421687636,21.515766432135987,loamy,1.288,3.22,1.288,700.0
2000,Kharif     ,Maize,7000.0,21.246504402794407,1.9936414781840008,1014.3533704074986,20.51850669201852,clay,0.0,0.0,0.0,4400.0
2000,Kharif     ,Moong(Green Gram),19400.0,21.174489293746817,2.0813928995149573,1013.1955648069398,21.79045346216287,clay,0.0,0.0,0.0,8400.0
2000,Kharif     ,Niger seed,2300.0,21.320527397266808,2.016885085275315,1013.7945310388952,20.890949363720438,chalky,1.325,0.0,0.0,600.0
2000,Kharif     ,Other Kharif pulses,19100.0,20.996107045458004,1.9933996286253772,1014.9090666965884,20.68967835495973,chalky,5.98,5.98,0.0,6400.0
2000,Kharif     ,Ragi,4800.0,20.927313892136112,2.0164951824401123,1013.0200020906368,20.629863367352343,sandy,0.0,0.0,0.0,4300.0
2000,Kharif     ,Rice,5500.0,21.623674725632505,2.00212418249838,1015.8641786434404,20.664983443868675,loamy,740.002,0.0,0.0,3800.0
2000,Kharif     ,Sesamum,1100.0,21.203081946425097,2.058579061795575,1015.746362043652,21.823931017646004,clay,32.508,83.076,0.0,200.0
2000,Kharif     ,Small millets,2700.0,21.289242920946243,2.055945818596097,1015.1321466981286,20.949139454470505,clay,7.371,0.0,0.0,1500.0
2000,Kharif     ,Soyabean,7200.0,21.753878485029578,2.1010035611365963,1013.258102331424,21.963403790642214,sandy,16.82,16.82,0.0,6200.0
2000,Kharif     ,Sunflower,10500.0,21.919232010318275,2.0255768674804018,1015.6425566924886,21.117066033249515,silt,5.7,5.7,5.7,5300.0
2000,Kharif     ,Urad,3400.0,21.59498190459554,2.0903417595504563,1015.6027569385524,20.73371716995441,peaty,0.0,0.0,0.0,1800.0
2000,Rabi       ,Gram,61000.0,21.39604354222419,2.0663241610731435,1015.871152999082,21.643973746123788,silt,0.0,36.0,0.0,30300.0
2000,Rabi       ,Jowar,518700.0,20.53398270092573,2.01403794600558,1013.96036773762,21.54770640780769,sandy,6.68,17.368,17.368,160800.0
2000,Rabi       ,Linseed,1200.0,20.80515956841156,2.020801799396612,1013.7251575462687,21.36241987672556,peaty,7.656,20.416,10.208,300.0
2000,Rabi       ,Maize,14000.0,21.95894707780331,2.098853612531625,1015.9263718346382,20.65115194771439,loamy,1.148,1.148,0.0,16200.0
2000,Rabi       ,Other  Rabi pulses,600.0,21.03125198422112,2.0549649504764664,1014.8491631585964,21.40530804745182,silty,0.0,0.0,0.0,200.0
2000,Rabi       ,Rapeseed &Mustard,200.0,21.71612700448424,2.0419597192654195,1015.2170481185364,20.815334123310627,sandy,0.0,0.0,0.0,100.0
2000,Rabi       ,Safflower,30400.0,21.306763538676304,2.065028461783106,1015.5721384941976,21.43255325003653,loamy,0.224,0.28,0.0,14500.0
2000,Rabi       ,Sesamum,400.0,21.99226461206124,2.0388895817407278,1014.1152299535856,21.79624529986976,chalky,0.5,0.0,0.0,100.0
2000,Rabi       ,Sunflower,7800.0,20.91744585971436,2.07050854290785,1014.0771466891878,21.979355891866938,peaty,0.0,0.0,0.0,4000.0
2000,Rabi       ,Wheat,94700.0,20.247559969606865,1.9852195838523436,1013.6317799774164,20.4364796529125,chalky,598.552,0.0,0.0,135800.0
2000,Summer     ,Groundnut,11000.0,21.61250386127887,2.0336048970110894,1015.9630228574232,21.191551112885872,sandy,7.182,18.354,0.0,18300.0
2000,Summer     ,Sunflower,200.0,21.198323222539464,2.0894188494668624,1013.6553984695108,20.2015334482749,silt,35.742,0.0,0.0,100.0
2000,Whole Year ,Sugarcane,67100.0,20.569399081610488,1.9728289923320896,1015.9684199352153,20.69906875617767,clay,8.74,8.74,0.0,5163900.0
2001,Kharif     ,Arhar/Tur,16700.0,21.36514265230116,2.048373552281715,1013.0183426163492,21.75201742110448,clay,0.615,0.615,0.615,5400.0
2001,Kharif     ,Bajra,194400.0,21.88168065221116,2.0144279400299427,1015.6728743746644,21.32543374894789,silt,38.25,38.25,38.25,82000.0
2001,Kharif     ,Castor seed,200.0,21.98560472347579,1.9751694396005863,1014.5659317961886,20.22940846066324,sandy,0.0,3.104,0.0,100.0
2001,Kharif     ,Cotton(lint),13500.0,20.33098191981896,2.0263866616987896,1014.8155289800904,20.107433184186515,silt,4.53,11.778,11.778,16700.0
2001,Kharif     ,Groundnut,5700.0,21.372544010584583,2.1044434338487603,1013.1356378997472,20.63778054846812,silty,39.204,104.544,52.272,4500.0
2001,Kharif     ,Jowar,200.0,21.016908065886568,2.106346171464585,1015.9980389625424,21.84865179060362,silty,4.284,4.284,0.0,100.0
2001,Kharif     ,Maize,6400.0,22.00736092844199,2.084324178919152,1014.546094430669,21.98588770135972,silt,0.0,0.0,0.0,9800.0
2001,Kharif     ,Moong(Green Gram),21000.0,22.00376368546481,1.973377676540072,1015.1952236037976,21.13204291712833,loamy,1.501,1.501,1.501,3600.0
2001,Kharif     ,Niger seed,2200.0,20.53212406568718,1.9958909889058791,1015.68516116986,20.76907096348519,silty,1.728,2.16,0.0,400.0
2001,Kharif     ,Other Kharif pulses,8900.0,21.793290079561817,2.0915643366226897,1015.8570207485895,21.41238142834431,sandy,2.65,0.0,0.0,2200.0
2001,Kharif     ,Ragi,4600.0,21.28997580081024,2.0656847624309664,1015.5723171497468,21.5665179079795,chalky,3.496,3.496,0.0,7000.0
2001,Kharif     ,Rice,7300.0,20.04195162927626,1.9867893977185975,1015.0681026271068,20.934818044957783,silt,0.0,0.0,0.0,4100.0
2001,Kharif     ,Sesamum,800.0,21.43311040412636,2.031396679700234,1015.540121192832,21.54694926951015,chalky,834.164,0.0,0.0,300.0
2001,Kharif     ,Small millets,1400.0,22.07683750734836,2.015282321119578,1015.7828086271702,21.00794154145321,chalky,4.068,10.396,0.0,900.0
2001,Kharif     ,Soyabean,7600.0,21.967736345874545,2.063998457051846,1015.2901409638798,21.29047313638092,chalky,49.329,0.0,0.0,9000.0
2001,Kharif     ,Sunflower,8600.0,21.879792011731848,2.0723221354064,1013.358545352853,20.89718360125386,clay,6.38,6.38,0.0,2900.0
2001,Kharif     ,Urad,4500.0,21.13846625072569,1.98619444520423,1015.6974727182744,20.666205032550383,sandy,0.825,0.825,0.825,900.0
2001,Rabi       ,Gram,60000.0,20.422975924517264,2.00339083965932,1014.9651559629295,20.6506108589304,clay,38.25,38.25,38.25,33100.0
2001,Rabi       ,Jowar,528900.0,21.110974430204045,2.039755703816644,1015.1142275032374,20.525320587463558,chalky,0.0,5.184,0.0,175000.0
2001,Rabi       ,Linseed,1300.0,21.327229625127657,2.0145179863049028,1013.1899872960486,20.61417025897211,sandy,2.08,5.408,5.408,300.0
2001,Rabi       ,Maize,12300.0,21.88055247806483,2.064382304974256,1015.5707016283884,21.61859279813901,sandy,22.572,60.192,30.096,22600.0
2001,Rabi       ,Other  Rabi pulses,800.0,21.293800167836103,1.9701844361458132,1014.5397874163076,21.1712272023401,sandy,8.876,8.876,0.0,400.0
2001,Rabi       ,Rapeseed &Mustard,100.0,20.334812327955564,2.050514253525635,1015.5898149671198,21.817102365013632,loamy,0.0,0.0,0.0,10.0
2001,Rabi       ,Safflower,27400.0,20.83052023207898,1.9783720890853251,1013.2581325275818,21.402378252212635,peaty,0.0,0.0,0.0,11700.0
2001,Rabi       ,Sesamum,200.0,20.272558254816616,2.0169488422147577,1013.1452792243236,20.875614423871514,silty,1.6,2.0,0.0,10.0
2001,Rabi       ,Small millets,6000.0,20.91391903661647,2.0109099672027364,1013.0716957004068,20.424638330988888,silty,1.775,0.0,0.0,2900.0
2001,Rabi       ,Sunflower,5400.0,22.04242407161704,2.087035860494847,1014.0955813235925,20.754944509223854,loamy,2.484,2.484,0.0,7000.0
2001,Rabi       ,Wheat,93800.0,21.09610170197936,2.000679558969197,1013.107945724792,21.8735816508439,silty,0.0,0.0,0.0,156300.0
2001,Summer     ,Groundnut,11000.0,22.0672143025494,2.0090672211456413,1015.5555477707152,21.90992799342513,loamy,843.64,0.0,0.0,17200.0
2001,Summer     ,Maize,1500.0,21.647015161877945,2.014855660630549,1014.3089849623194,20.48311691189529,loamy,6.39,16.33,0.0,2100.0
2001,Summer     ,Sunflower,100.0,21.46889747750056,2.0085962269714144,1013.9948077947316,20.62646235456636,chalky,50.673,0.0,0.0,100.0
2001,Whole Year ,Sugarcane,52000.0,21.75836476452417,2.008114582620726,1014.7660064957372,21.718790609895557,silty,8.54,8.54,0.0,3596300.0
2002,Kharif     ,Arhar/Tur,14600.0,20.84647358641595,1.9866126676117408,1014.274354464672,22.069412027532856,clay,2.535,2.535,2.535,5700.0
2002,Kharif     ,Bajra,218400.0,21.86454081078999,2.053319366766928,1013.7239750604268,21.222108286309744,silty,38.25,38.25,38.25,158900.0
2002,Kharif     ,Castor seed,100.0,20.42671862307264,1.9866869208443048,1014.252908592303,20.931441938518923,silty,0.0,25.136,0.0,10.0
2002,Kharif     ,Cotton(lint),10800.0,20.256851553720583,2.031366950227873,1014.0283890505012,21.57339885319441,silt,7.36,19.136,19.136,8300.0
2002,Kharif     ,Groundnut,5800.0,21.58424221879924,2.0836575313133623,1013.1541504485504,21.11200664830529,chalky,16.008,42.688,21.344,4000.0
2002,Kharif     ,Jowar,100.0,20.13183721644241,2.0822617323768915,1015.5916140647004,20.24930739203069,peaty,6.44,6.44,0.0,100.0
2002,Kharif     ,Maize,7000.0,21.457613058444544,2.053475525115859,1015.8111280106272,21.05860531541041,chalky,3.304,8.26,3.304,12300.0
2002,Kharif     ,Moong(Green Gram),21000.0,20.793071607712253,1.9926022778861243,1013.957667082681,21.489431328637984,chalky,0.152,0.152,0.152,10100.0
2002,Kharif     ,Niger seed,2600.0,21.444542806181012,2.1069698276436464,1013.8919291158436,20.38054245876951,chalky,4.0,5.0,0.0,700.0
2002,Kharif     ,Other Kharif pulses,13600.0,21.7554384531182,2.074952283169873,1014.4105238474436,21.68054107507962,peaty,1.5,0.0,0.0,2400.0
2002,Kharif     ,Ragi,4600.0,21.67052522496722,2.049845480188754,1014.5665565387424,20.049863463732105,silt,10.58,10.58,0.0,3900.0
2002,Kharif     ,Rice,7400.0,20.78068489295893,1.9964318649848545,1014.3459763389164,21.45374566414233,peaty,0.0,0.0,0.0,1700.0
2002,Kharif     ,Sesamum,1300.0,21.81173430852371,2.0877139612156768,1013.717705826019,20.62947894890613,loamy,906.844,0.0,0.0,200.0
2002,Kharif     ,Small millets,3400.0,20.912568418412462,2.103996557723816,1014.9926536136164,20.825693131491,silt,6.21,15.87,0.0,1300.0
2002,Kharif     ,Soyabean,15100.0,20.70016666542105,2.0907526339126243,1014.2001117686398,20.71597185648433,chalky,71.064,0.0,0.0,18800.0
2002,Kharif     ,Sunflower,9300.0,21.56461669153516,1.9736947489930856,1015.9387051684432,21.34760361608786,peaty,8.46,8.46,0.0,3500.0
2002,Kharif     ,Urad,4700.0,20.718899101158687,2.020508986606785,1015.8842180119576,20.18578337861942,sandy,1.95,1.95,1.95,2200.0
2002,Rabi       ,Gram,64500.0,21.001813506151397,2.06753385671462,1013.8775297299755,21.039838321098333,silty,38.25,38.25,38.25,26500.0
2002,Rabi       ,Jowar,494900.0,20.68237426038237,2.080223294644364,1015.2853910052792,21.902325610821727,silt,0.0,14.128,0.0,117300.0
2002,Rabi       ,Linseed,1000.0,20.74068838259573,2.093917567541697,1015.84969514879,20.561254817377687,peaty,10.09,26.234,26.234,200.0
2002,Rabi       ,Maize,11700.0,20.45696955030836,1.972404661593585,1014.0722616879666,20.54863782064764,peaty,38.892,103.712,51.856,9100.0
2002,Rabi       ,Other  Rabi pulses,600.0,20.622185601110303,2.064517175944424,1014.819418556626,22.028527042650897,clay,5.096,5.096,0.0,200.0
2002,Rabi       ,Rapeseed &Mustard,100.0,21.34703939491759,1.9828116558472584,1013.9957435850632,20.587159062426405,clay,0.0,0.0,0.0,10.0
2002,Rabi       ,Safflower,24700.0,20.175453184861706,1.996896442765995,1013.8559552554152,21.333478355755137,loamy,0.0,0.0,0.0,7800.0
2002,Rabi       ,Sesamum,100.0,21.907469984539077,2.0012363306013925,1013.1253123619392,21.019285743465232,silty,3.84,4.8,0.0,10.0
2002,Rabi       ,Small millets,1700.0,20.10391859947333,2.019353967898228,1014.775624905776,21.294129169929835,clay,2.775,0.0,0.0,400.0
2002,Rabi       ,Sunflower,4200.0,21.242811008177192,2.024263449978239,1015.1900098544518,20.21915991579235,silty,4.531,4.531,0.0,1800.0
2002,Rabi       ,Wheat,70400.0,21.791694949080764,2.071675530033997,1014.9004299092292,20.27573034141861,silt,0.0,0.0,0.0,88500.0
2002,Summer     ,Groundnut,5800.0,21.304523166084728,2.0507337702799795,1014.7081915906676,21.146558749755304,silt,916.136,0.0,0.0,9900.0
2002,Summer     ,Maize,1100.0,21.51922570454113,2.046189152874704,1014.5715692080872,20.2265160134011,silt,9.63,24.61,0.0,1800.0
2002,Whole Year ,Sugarcane,49400.0,20.992404874880812,2.029427572263168,1013.6032012260956,21.63780732246095,chalky,56.07,0.0,0.0,3303000.0
2003,Kharif     ,Arhar/Tur,9000.0,21.751685117460088,2.019762843564822,1013.6624669513552,20.57225022718596,clay,9.0,9.0,0.0,3000.0
2003,Kharif     ,Bajra,204100.0,20.424312891219092,2.0115505616971228,1014.545481641143,21.07498521047493,sandy,0.0,0.0,0.0,70800.0
2003,Kharif     ,Cotton(lint),10400.0,20.71335007926471,2.0553641114415027,1015.0095433776715,21.05901865967707,loamy,38.25,38.25,38.25,10400.0
2003,Kharif     ,Groundnut,4200.0,20.558115870695044,2.062627391303293,1014.1997820382396,20.227771846919392,loamy,0.0,23.184,0.0,2600.0
2003,Kharif     ,Jowar,100.0,20.916588338668877,1.976769549143771,1013.31109019296,20.59924312620142,silty,5.64,14.664,14.664,200.0
2003,Kharif     ,Maize,6700.0,20.606092303292943,2.006479196816949,1015.775973150464,20.84957569420304,sandy,41.7,111.2,55.6,6400.0
2003,Kharif     ,Moong(Green Gram),8800.0,20.28225928250315,2.099453099793421,1014.0818580931156,21.609319450200744,loamy,7.476,7.476,0.0,2500.0
2003,Kharif     ,Niger seed,2100.0,21.476414372924744,2.093009567960054,1014.1914538813865,21.384898707049736,peaty,2.1,5.25,2.1,600.0
2003,Kharif     ,Other Kharif pulses,10700.0,21.107027176419944,2.0598618652176164,1013.1917648120988,20.179518360457443,clay,0.0,0.0,0.0,1600.0
2003,Kharif     ,other oilseeds,100.0,20.96210973071204,2.1061524673708933,1014.1375291941412,21.50490603188342,silty,3.392,4.24,0.0,0.0
2003,Kharif     ,Ragi,4600.0,21.625527841830262,2.064920954782443,1015.888973981513,20.02425550683014,loamy,2.8,0.0,0.0,3700.0
